form,root,to_derive,to_translate,word,context,lgg,trs_direct,trs_context,trs_dbl_trans,to_check,word_type,end_class
n,future,yes,yes,futures,,ms,niaga hadapan,,,,attr,starter
n,future,yes,yes,futurities,,ms,futurities,,,,attr,starter
n,future,yes,yes,futurity,,ms,peristiwa yg akan datang,,,,attr,starter
n,homepage,yes,yes,homepage,,ms,halaman utama,,,,core,other
n,homepage,yes,yes,homepages,,ms,Laman Web,,,,core,other
n,idea,yes,yes,idea,,ms,idea,,,,core,other
a,idea,yes,yes,ideal,,ms,ideal,,,,core,other
n,idea,yes,yes,ideal,,ms,ideal,,,,core,other
n,idea,yes,yes,idealisation,,ms,idealisasi,,,,core,other
n,idea,yes,yes,idealisations,,ms,pengunggulan,,,,core,other
v,idea,yes,yes,idealise,,ms,idealise,,,,core,other
n,idea,yes,yes,idealism,,ms,idealisme,,,,core,other
n,idea,yes,yes,idealisms,,ms,idealisme,,,,core,other
n,idea,yes,yes,idealist,,ms,idealis,,,,core,other
a,idea,yes,yes,idealistic,,ms,idealistik,,,,core,other
n,idea,yes,yes,idealists,,ms,idealis,,,,core,other
n,idea,yes,yes,idealities,,ms,idealities,,,,core,other
n,idea,yes,yes,ideality,,ms,idealistis,,,,core,other
n,idea,yes,yes,idealization,,ms,idealisasi,,,,core,other
n,idea,yes,yes,idealizations,,ms,idealizations,,,,core,other
v,idea,yes,yes,idealize,,ms,mengidealkan,,,,core,other
v,idea,yes,yes,idealized,,ms,terunggul,,,,core,other
v,idea,yes,yes,idealizes,,ms,idealizes,,,,core,other
v,idea,yes,yes,idealizing,,ms,idealizing,,,,core,other
r,idea,yes,yes,ideally,,ms,lokasi strategik,,,,core,other
n,idea,yes,yes,ideals,,ms,cita-cita,,,,core,other
n,idea,yes,yes,ideas,,ms,idea-idea,,,,core,other
v,idea,yes,yes,ideate,,ms,Ideate,,,,core,other
v,idea,yes,yes,ideated,,ms,ideated,,,,core,other
v,idea,yes,yes,ideates,,ms,ideates,,,,core,other
v,idea,yes,yes,ideating,,ms,ideating,,,,core,other
n,idea,yes,yes,ideation,,ms,ideation,,,,core,other
a,idea,yes,yes,ideational,,ms,ideational,,,,core,other
n,idea,yes,yes,ideations,,ms,ideations,,,,core,other
n,news,yes,yes,news,,ms,berita,,,,other,other
a,news,yes,yes,newsy,,ms,tukang koran,,,,other,other
r,nothing,yes,yes,nothing,,ms,apa-apa,,,,other,other
n,nothing,yes,yes,nothing,,ms,apa-apa,,,,other,other
v,overhaul,yes,yes,overhaul,,ms,baik pulih,,,,attr,other
n,overhaul,yes,yes,overhaul,,ms,baik pulih,,,,attr,other
v,overhaul,yes,yes,overhauled,,ms,overhauled,,,,attr,other
v,overhaul,yes,yes,overhauling,,ms,pembaikpulihan,,,,attr,other
v,overhaul,yes,yes,overhauls,,ms,baik pulih,,,,attr,other
n,overhaul,yes,yes,overhauls,,ms,baik pulih,,,,attr,other
v,photograph,yes,yes,photograph,,ms,gambar,,,,other,other
n,photograph,yes,yes,photograph,,ms,gambar,,,,other,other
v,photograph,yes,yes,photographed,,ms,ambil gambar,,,,other,other
n,photograph,yes,yes,photographer,,ms,juru gambar,,,,other,other
n,photograph,yes,yes,photographers,,ms,jurugambar,,,,other,other
a,photograph,yes,yes,photographic,,ms,fotografi,,,,other,other
r,photograph,yes,yes,photographically,,ms,menurut foto,,,,other,other
n,photograph,yes,yes,photographies,,ms,Gambar Gambar,,,,other,other
v,photograph,yes,yes,photographing,,ms,mengambil gambar,,,,other,other
v,photograph,yes,yes,photographs,,ms,gambar,,,,other,other
n,photograph,yes,yes,photographs,,ms,gambar,,,,other,other
n,photograph,yes,yes,photography,,ms,fotografi,,,,other,other
n,placeholder,yes,yes,placeholder,,ms,pemegang tempat,,,,core,other
n,placeholder,yes,yes,placeholders,,ms,ruang letak,,,,core,other
n,preparation,yes,yes,preparation,,ms,penyediaan,,,,attr,construction
n,preparation,yes,yes,preparations,,ms,persiapan,,,,attr,construction
a,preparation,yes,yes,preparative,,ms,persiapan,,,,attr,construction
a,preparation,yes,yes,preparatory,,ms,persediaan,,,,attr,construction
v,preparation,yes,yes,prepare,,ms,menyediakan,,,,attr,construction
v,preparation,yes,yes,prepared,,ms,bersedia,,,,attr,construction
v,preparation,yes,yes,prepares,,ms,menyediakan,,,,attr,construction
v,preparation,yes,yes,preparing,,ms,menyediakan,,,,attr,construction
v,product,yes,yes,produce,,ms,hasil,,,,core,other
n,product,yes,yes,produce,,ms,hasil,,,,core,other
v,product,yes,yes,produced,,ms,dihasilkan,,,,core,other
n,product,yes,yes,producer,,ms,penerbit,,,,core,other
n,product,yes,yes,producers,,ms,pengeluar,,,,core,other
v,product,yes,yes,produces,,ms,menghasilkan,,,,core,other
n,product,yes,yes,produces,,ms,menghasilkan,,,,core,other
v,product,yes,yes,producing,,ms,menghasilkan,,,,core,other
n,product,yes,yes,product,,ms,produk,,,,core,other
n,product,yes,yes,production,,ms,pengeluaran,,,,core,other
n,product,yes,yes,productions,,ms,productions,,,,core,other
n,product,yes,yes,products,,ms,produk,,,,core,other
v,renovation,yes,yes,renovate,,ms,mengubah suai,,,,attr,construction
v,renovation,yes,yes,renovated,,ms,diubahsuai,,,,attr,construction
v,renovation,yes,yes,renovates,,ms,renovates,,,,attr,construction
v,renovation,yes,yes,renovating,,ms,suai,,,,attr,construction
n,renovation,yes,yes,renovation,,ms,pengubahsuaian,,,,attr,construction
n,renovation,yes,yes,renovations,,ms,pengubahsuaian,,,,attr,construction
n,renovation,yes,yes,renovator,,ms,mengemas,,,,attr,construction
n,renovation,yes,yes,renovators,,ms,pengubah suai,,,,attr,construction
v,setup,yes,yes,set_up,,ms,set_up,,,,attr,other
n,setup,yes,yes,setup,,ms,setup,,,,attr,other
n,setup,yes,yes,setups,,ms,setup,,,,attr,other
v,space,yes,yes,space,,ms,ruang,,,,core,other
n,space,yes,yes,space,,ms,ruang,,,,core,other
v,space,yes,yes,spaced,,ms,dijarakkan,,,,core,other
v,space,yes,yes,spaces,,ms,ruang,,,,core,other
n,space,yes,yes,spaces,,ms,ruang,,,,core,other
a,space,yes,yes,spacial,,ms,spacial,,,,core,other
v,space,yes,yes,spacing,,ms,jarak,,,,core,other
n,space,yes,yes,spacing,,ms,jarak,,,,core,other
n,space,yes,yes,spacings,,ms,jarak tanaman,,,,core,other
a,space,yes,yes,spacious,,ms,luas,,,,core,other
r,space,yes,yes,spaciously,,ms,spaciously,,,,core,other
n,space,yes,yes,spaciousness,,ms,kelapangan,,,,core,other
n,space,yes,yes,spaciousnesses,,ms,spaciousnesses,,,,core,other
a,space,yes,yes,spatial,,ms,spatial,,,,core,other
n,space,yes,yes,spatialities,,ms,spatialities,,,,core,other
n,space,yes,yes,spatiality,,ms,spatiality,,,,core,other
r,space,yes,yes,spatially,,ms,spatial,,,,core,other
a,virgin,yes,yes,virgin,,ms,dara,,,,attr,starter
n,virgin,yes,yes,virgin,,ms,dara,,,,attr,starter
a,virgin,yes,yes,virginal,,ms,suci,,,,attr,starter
n,virgin,yes,yes,virginal,,ms,suci,,,,attr,starter
n,virgin,yes,yes,virginals,,ms,virginals,,,,attr,starter
n,virgin,yes,yes,virginities,,ms,virginities,,,,attr,starter
n,virgin,yes,yes,virginity,,ms,keperawanan,,,,attr,starter
n,virgin,yes,yes,virgins,,ms,anak dara,,,,attr,starter
n,content,yes,yes,Colony,,mt,Colony,,,,core,other
n,content,yes,yes,Colonys,,mt,Colonys,,,,core,other
v,account,yes,yes,account,,mt,kont,,,,core,other
n,account,yes,yes,account,,mt,kont,,,,core,other
n,account,yes,yes,accountabilities,,mt,responsabbiltajiet,,,,core,other
n,account,yes,yes,accountability,,mt,responsabbiltà,,,,core,other
a,account,yes,yes,accountable,,mt,responsabbli,,,,core,other
n,account,yes,yes,accountancies,,mt,accountancies,,,,core,other
n,account,yes,yes,accountancy,,mt,kontabilità,,,,core,other
n,account,yes,yes,accountant,,mt,accountant,,,,core,other
n,account,yes,yes,accountants,,mt,kontabilisti,,,,core,other
n,account,yes,yes,accountantship,,mt,accountantship,,,,core,other
n,account,yes,yes,accountantships,,mt,accountantships,,,,core,other
v,account,yes,yes,accounted,,mt,ammontaw,,,,core,other
v,account,yes,yes,accounting,,mt,kontabilità,,,,core,other
n,account,yes,yes,accounting,,mt,kontabilità,,,,core,other
n,account,yes,yes,accountings,,mt,kontabilità tal,,,,core,other
v,account,yes,yes,accounts,,mt,kontijiet,,,,core,other
n,account,yes,yes,accounts,,mt,kontijiet,,,,core,other
a,content,yes,yes,colonial,,mt,kolonjali,,,,core,other
n,content,yes,yes,colonial,,mt,kolonjali,,,,core,other
n,content,yes,yes,colonials,,mt,colonials,,,,core,other
n,content,yes,yes,colonies,,mt,kolonji,,,,core,other
n,content,yes,yes,colonisation,,mt,kolonizzazzjoni,,,,core,other
n,content,yes,yes,colonisations,,mt,colonisations,,,,core,other
v,content,yes,yes,colonise,,mt,tikkoloniżża,,,,core,other
n,content,yes,yes,coloniser,,mt,coloniser,,,,core,other
n,content,yes,yes,colonisers,,mt,colonisers,,,,core,other
n,content,yes,yes,colonist,,mt,colonist,,,,core,other
n,content,yes,yes,colonists,,mt,colonists,,,,core,other
n,content,yes,yes,colonization,,mt,kolonizzazzjoni,,,,core,other
n,content,yes,yes,colonizations,,mt,colonizations,,,,core,other
v,content,yes,yes,colonize,,mt,tikkoloniżża,,,,core,other
v,content,yes,yes,colonized,,mt,kolonizzati,,,,core,other
n,content,yes,yes,colonizer,,mt,colonizer,,,,core,other
n,content,yes,yes,colonizers,,mt,colonisers,,,,core,other
v,content,yes,yes,colonizes,,mt,colonizes,,,,core,other
v,content,yes,yes,colonizing,,mt,jikkolonizzaw,,,,core,other
n,content,yes,yes,colony,,mt,kolonja,,,,core,other
v,concept,yes,yes,conceive,,mt,konċepita,,,,attr,other
v,concept,yes,yes,conceived,,mt,mnissla,,,,attr,other
n,concept,yes,yes,conceiver,,mt,conceiver,,,,attr,other
n,concept,yes,yes,conceivers,,mt,conceivers,,,,attr,other
v,concept,yes,yes,conceives,,mt,conceives,,,,attr,other
v,concept,yes,yes,conceiving,,mt,conceiving,,,,attr,other
n,concept,yes,yes,concept,,mt,kunċett,,,,attr,other
n,concept,yes,yes,conception,,mt,konċepiment,,,,attr,other
a,concept,yes,yes,conceptional,,mt,conceptional,,,,attr,other
n,concept,yes,yes,conceptions,,mt,kunċetti,,,,attr,other
a,concept,yes,yes,conceptive,,mt,conceptive,,,,attr,other
n,concept,yes,yes,concepts,,mt,kunċetti,,,,attr,other
a,concept,yes,yes,conceptual,,mt,kunċettwali,,,,attr,other
n,concept,yes,yes,conceptualisation,,mt,konċettwalizzazzjoni,,,,attr,other
n,concept,yes,yes,conceptualisations,,mt,conceptualisations,,,,attr,other
v,concept,yes,yes,conceptualise,,mt,conceptualise,,,,attr,other
n,concept,yes,yes,conceptualities,,mt,conceptualities,,,,attr,other
n,concept,yes,yes,conceptuality,,mt,conceptuality,,,,attr,other
n,concept,yes,yes,conceptualization,,mt,conceptualization,,,,attr,other
n,concept,yes,yes,conceptualizations,,mt,conceptualizations,,,,attr,other
v,concept,yes,yes,conceptualize,,mt,conceptualize,,,,attr,other
v,concept,yes,yes,conceptualized,,mt,kunċettwalizzat,,,,attr,other
v,concept,yes,yes,conceptualizes,,mt,conceptualizes,,,,attr,other
n,configure,yes,yes,configuration,,mt,konfigurazzjoni,,,,attr,starter
n,configure,yes,yes,configurations,,mt,konfigurazzjonijiet,,,,attr,starter
v,configure,yes,yes,configure,,mt,kkonfigurat,,,,attr,starter
v,configure,yes,yes,configured,,mt,konfigurati,,,,attr,starter
v,configure,yes,yes,configures,,mt,configures,,,,attr,starter
v,configure,yes,yes,configuring,,mt,konfigurazzjoni,,,,attr,starter
v,content,yes,yes,contain,,mt,fihom,,,,core,other
v,content,yes,yes,contained,,mt,jinsabu,,,,core,other
n,content,yes,yes,container,,mt,kontenitur,,,,core,other
v,content,yes,yes,containerise,,mt,containerise,,,,core,other
v,content,yes,yes,containerize,,mt,containerize,,,,core,other
v,content,yes,yes,containerized,,mt,kontejners,,,,core,other
v,content,yes,yes,containerizes,,mt,containerizes,,,,core,other
v,content,yes,yes,containerizing,,mt,containerizing,,,,core,other
n,content,yes,yes,containers,,mt,kontenituri,,,,core,other
v,content,yes,yes,containing,,mt,li jkun fih,,,,core,other
n,content,yes,yes,containment,,mt,konteniment,,,,core,other
n,content,yes,yes,containments,,mt,trażżin,,,,core,other
v,content,yes,yes,contains,,mt,fih,,,,core,other
v,content,yes,yes,content,,mt,kontenut,,,,core,other
a,content,yes,yes,content,,mt,kontenut,,,,core,other
n,content,yes,yes,content,,mt,kontenut,,,,core,other
v,content,yes,yes,contented,,mt,kuntent,,,,core,other
v,content,yes,yes,contenting,,mt,contenting,,,,core,other
n,content,yes,yes,contentment,,mt,contentment,,,,core,other
n,content,yes,yes,contentments,,mt,contentments,,,,core,other
v,content,yes,yes,contents,,mt,kontenut,,,,core,other
n,content,yes,yes,contents,,mt,kontenut,,,,core,other
n,content,yes,yes,continence,,mt,kontinenza,,,,core,other
n,content,yes,yes,continences,,mt,continences,,,,core,other
n,content,yes,yes,continencies,,mt,continencies,,,,core,other
n,content,yes,yes,continency,,mt,continency,,,,core,other
a,content,yes,yes,continent,,mt,kontinent,,,,core,other
n,content,yes,yes,continent,,mt,kontinent,,,,core,other
a,content,yes,yes,continental,,mt,kontinentali,,,,core,other
n,content,yes,yes,continents,,mt,kontinenti,,,,core,other
a,future,yes,yes,future,,mt,futur,,,,attr,starter
n,future,yes,yes,future,,mt,futur,,,,attr,starter
n,future,yes,yes,futures,,mt,futures,,,,attr,starter
n,future,yes,yes,futurities,,mt,futurities,,,,attr,starter
n,future,yes,yes,futurity,,mt,futurity,,,,attr,starter
n,homepage,yes,yes,homepage,,mt,paġna ewlenija,,,,core,other
n,homepage,yes,yes,homepages,,mt,homepages,,,,core,other
n,idea,yes,yes,idea,,mt,-idea,,,,core,other
a,idea,yes,yes,ideal,,mt,ideali,,,,core,other
n,idea,yes,yes,ideal,,mt,ideali,,,,core,other
n,idea,yes,yes,idealisation,,mt,idealisation,,,,core,other
n,idea,yes,yes,idealisations,,mt,idealisations,,,,core,other
v,idea,yes,yes,idealise,,mt,jidealizzaw,,,,core,other
n,idea,yes,yes,idealism,,mt,idealiżmu,,,,core,other
n,idea,yes,yes,idealisms,,mt,idealisms,,,,core,other
n,idea,yes,yes,idealist,,mt,idealistą,,,,core,other
a,idea,yes,yes,idealistic,,mt,idealista,,,,core,other
n,idea,yes,yes,idealists,,mt,idealists,,,,core,other
n,idea,yes,yes,idealities,,mt,idealities,,,,core,other
n,idea,yes,yes,ideality,,mt,ideality,,,,core,other
n,idea,yes,yes,idealization,,mt,idealization,,,,core,other
n,idea,yes,yes,idealizations,,mt,idealizations,,,,core,other
v,idea,yes,yes,idealize,,mt,tidealizza,,,,core,other
v,idea,yes,yes,idealized,,mt,idealized,,,,core,other
v,idea,yes,yes,idealizes,,mt,idealizes,,,,core,other
v,idea,yes,yes,idealizing,,mt,idealizing,,,,core,other
r,idea,yes,yes,ideally,,mt,idealment,,,,core,other
n,idea,yes,yes,ideals,,mt,ideali,,,,core,other
n,idea,yes,yes,ideas,,mt,ideat,,,,core,other
v,idea,yes,yes,ideate,,mt,ideate,,,,core,other
v,idea,yes,yes,ideated,,mt,ideated,,,,core,other
v,idea,yes,yes,ideates,,mt,ideates,,,,core,other
v,idea,yes,yes,ideating,,mt,ideating,,,,core,other
n,idea,yes,yes,ideation,,mt,ħsibijiet,,,,core,other
a,idea,yes,yes,ideational,,mt,ideational,,,,core,other
n,idea,yes,yes,ideations,,mt,ideations,,,,core,other
n,news,yes,yes,news,,mt,aħbarijiet,,,,other,other
a,news,yes,yes,newsy,,mt,newsy,,,,other,other
r,nothing,yes,yes,nothing,,mt,xejn,,,,other,other
n,nothing,yes,yes,nothing,,mt,xejn,,,,other,other
v,overhaul,yes,yes,overhaul,,mt,reviżjoni,,,,attr,other
n,overhaul,yes,yes,overhaul,,mt,reviżjoni,,,,attr,other
v,overhaul,yes,yes,overhauled,,mt,ristrutturati,,,,attr,other
v,overhaul,yes,yes,overhauling,,mt,taqlib,,,,attr,other
v,overhaul,yes,yes,overhauls,,mt,teżamina bir-reqqa,,,,attr,other
n,overhaul,yes,yes,overhauls,,mt,teżamina bir-reqqa,,,,attr,other
v,photograph,yes,yes,photograph,,mt,ritratt,,,,other,other
n,photograph,yes,yes,photograph,,mt,ritratt,,,,other,other
v,photograph,yes,yes,photographed,,mt,fotografat,,,,other,other
n,photograph,yes,yes,photographer,,mt,fotografu,,,,other,other
n,photograph,yes,yes,photographers,,mt,fotografi,,,,other,other
a,photograph,yes,yes,photographic,,mt,fotografiku,,,,other,other
r,photograph,yes,yes,photographically,,mt,b'mod fotografiku,,,,other,other
n,photograph,yes,yes,photographies,,mt,photographies,,,,other,other
v,photograph,yes,yes,photographing,,mt,ritratti,,,,other,other
v,photograph,yes,yes,photographs,,mt,ritratti,,,,other,other
n,photograph,yes,yes,photographs,,mt,ritratti,,,,other,other
n,photograph,yes,yes,photography,,mt,fotografija,,,,other,other
n,placeholder,yes,yes,placeholder,,mt,placeholder,,,,core,other
n,placeholder,yes,yes,placeholders,,mt,placeholders,,,,core,other
n,preparation,yes,yes,preparation,,mt,preparazzjoni,,,,attr,construction
n,preparation,yes,yes,preparations,,mt,preparazzjonijiet,,,,attr,construction
a,preparation,yes,yes,preparative,,mt,preparattiva,,,,attr,construction
a,preparation,yes,yes,preparatory,,mt,preparatorja,,,,attr,construction
v,preparation,yes,yes,prepare,,mt,jippreparaw,,,,attr,construction
v,preparation,yes,yes,prepared,,mt,ippreparat,,,,attr,construction
v,preparation,yes,yes,prepares,,mt,jipprepara,,,,attr,construction
v,preparation,yes,yes,preparing,,mt,preparazzjoni,,,,attr,construction
v,product,yes,yes,produce,,mt,jipproduċu,,,,core,other
n,product,yes,yes,produce,,mt,jipproduċu,,,,core,other
v,product,yes,yes,produced,,mt,prodotta,,,,core,other
n,product,yes,yes,producer,,mt,produttur,,,,core,other
n,product,yes,yes,producers,,mt,produtturi,,,,core,other
v,product,yes,yes,produces,,mt,tipproduċi,,,,core,other
n,product,yes,yes,produces,,mt,tipproduċi,,,,core,other
v,product,yes,yes,producing,,mt,jipproduċu,,,,core,other
n,product,yes,yes,product,,mt,prodott,,,,core,other
n,product,yes,yes,production,,mt,produzzjoni,,,,core,other
n,product,yes,yes,productions,,mt,produzzjonijiet,,,,core,other
n,product,yes,yes,products,,mt,prodotti,,,,core,other
v,renovation,yes,yes,renovate,,mt,rinnovament,,,,attr,construction
v,renovation,yes,yes,renovated,,mt,rinovat,,,,attr,construction
v,renovation,yes,yes,renovates,,mt,rinnovament,,,,attr,construction
v,renovation,yes,yes,renovating,,mt,rinnovazzjoni,,,,attr,construction
n,renovation,yes,yes,renovation,,mt,rinnovazzjoni,,,,attr,construction
n,renovation,yes,yes,renovations,,mt,rinnovazzjonijiet,,,,attr,construction
n,renovation,yes,yes,renovator,,mt,renovator,,,,attr,construction
n,renovation,yes,yes,renovators,,mt,renovators,,,,attr,construction
v,setup,yes,yes,set_up,,mt,set_up,,,,attr,other
n,setup,yes,yes,setup,,mt,setup,,,,attr,other
n,setup,yes,yes,setups,,mt,setups,,,,attr,other
v,space,yes,yes,space,,mt,ispazju,,,,core,other
